2022 Apr 23 16:42:55 | SpawnPoolWorker-2 | 6214e9 | Time: 0 | Total Job: 41965 | End job: 0 | Running job: 1 | Pending job: 0
2022 Apr 23 16:44:34 | SpawnPoolWorker-2 | 6214e9 | Time: 2430000 | Total Job: 41965 | End job: 25808 | Running job: 104 | Pending job: 0
2022 Apr 23 16:44:36 | SpawnPoolWorker-2 | 6214e9 | Time: 2520000 | Total Job: 41965 | End job: 25838 | Running job: 103 | Pending job: 0
2022 Apr 23 16:44:37 | SpawnPoolWorker-2 | 6214e9 | Time: 2610000 | Total Job: 41965 | End job: 25907 | Running job: 111 | Pending job: 0
2022 Apr 23 16:44:39 | SpawnPoolWorker-2 | 6214e9 | Time: 2700000 | Total Job: 41965 | End job: 25970 | Running job: 136 | Pending job: 0
2022 Apr 23 16:44:40 | SpawnPoolWorker-2 | 6214e9 | Time: 2790000 | Total Job: 41965 | End job: 26670 | Running job: 127 | Pending job: 0
2022 Apr 23 16:44:42 | SpawnPoolWorker-2 | 6214e9 | Time: 2880000 | Total Job: 41965 | End job: 26836 | Running job: 126 | Pending job: 0
2022 Apr 23 16:44:43 | SpawnPoolWorker-2 | 6214e9 | Time: 2970000 | Total Job: 41965 | End job: 27055 | Running job: 137 | Pending job: 0
2022 Apr 23 16:44:44 | SpawnPoolWorker-2 | 6214e9 | Time: 3060000 | Total Job: 41965 | End job: 27125 | Running job: 138 | Pending job: 0
2022 Apr 23 16:44:46 | SpawnPoolWorker-2 | 6214e9 | Time: 3150000 | Total Job: 41965 | End job: 27191 | Running job: 158 | Pending job: 0
2022 Apr 23 16:44:48 | SpawnPoolWorker-2 | 6214e9 | Time: 3240000 | Total Job: 41965 | End job: 27338 | Running job: 217 | Pending job: 44
2022 Apr 23 16:44:49 | SpawnPoolWorker-2 | 6214e9 | Time: 3330000 | Total Job: 41965 | End job: 28009 | Running job: 150 | Pending job: 0
2022 Apr 23 16:44:53 | SpawnPoolWorker-2 | 6214e9 | Time: 3420000 | Total Job: 41965 | End job: 28541 | Running job: 214 | Pending job: 154
2022 Apr 23 16:45:04 | SpawnPoolWorker-2 | 6214e9 | Time: 3510000 | Total Job: 41965 | End job: 30476 | Running job: 253 | Pending job: 456
2022 Apr 23 16:45:09 | SpawnPoolWorker-2 | 6214e9 | Time: 3600000 | Total Job: 41965 | End job: 31425 | Running job: 283 | Pending job: 318
2022 Apr 23 16:45:13 | SpawnPoolWorker-2 | 6214e9 | Time: 3690000 | Total Job: 41965 | End job: 32400 | Running job: 163 | Pending job: 71
2022 Apr 23 16:45:24 | SpawnPoolWorker-2 | 6214e9 | Time: 3780000 | Total Job: 41965 | End job: 34187 | Running job: 188 | Pending job: 505
2022 Apr 23 16:45:26 | SpawnPoolWorker-2 | 6214e9 | Time: 3870000 | Total Job: 41965 | End job: 35067 | Running job: 201 | Pending job: 30
2022 Apr 23 16:45:29 | SpawnPoolWorker-2 | 6214e9 | Time: 3960000 | Total Job: 41965 | End job: 35500 | Running job: 163 | Pending job: 30
2022 Apr 23 16:45:37 | SpawnPoolWorker-2 | 6214e9 | Time: 4050000 | Total Job: 41965 | End job: 37253 | Running job: 149 | Pending job: 31
2022 Apr 23 16:45:39 | SpawnPoolWorker-2 | 6214e9 | Time: 4140000 | Total Job: 41965 | End job: 37514 | Running job: 172 | Pending job: 53
2022 Apr 23 16:45:39 | SpawnPoolWorker-2 | 6214e9 | Time: 4230000 | Total Job: 41965 | End job: 37651 | Running job: 175 | Pending job: 16
2022 Apr 23 16:45:40 | SpawnPoolWorker-2 | 6214e9 | Time: 4320000 | Total Job: 41965 | End job: 37700 | Running job: 141 | Pending job: 1
2022 Apr 23 16:45:41 | SpawnPoolWorker-2 | 6214e9 | Time: 4410000 | Total Job: 41965 | End job: 37919 | Running job: 126 | Pending job: 0
2022 Apr 23 16:45:41 | SpawnPoolWorker-2 | 6214e9 | Time: 4500000 | Total Job: 41965 | End job: 38192 | Running job: 254 | Pending job: 64
2022 Apr 23 16:45:47 | SpawnPoolWorker-2 | 6214e9 | Time: 4590000 | Total Job: 41965 | End job: 39428 | Running job: 280 | Pending job: 194
2022 Apr 23 16:45:49 | SpawnPoolWorker-2 | 6214e9 | Time: 4680000 | Total Job: 41965 | End job: 40167 | Running job: 153 | Pending job: 0
2022 Apr 23 16:45:49 | SpawnPoolWorker-2 | 6214e9 | Time: 4770000 | Total Job: 41965 | End job: 40233 | Running job: 136 | Pending job: 0
2022 Apr 23 16:45:49 | SpawnPoolWorker-2 | 6214e9 | Time: 4860000 | Total Job: 41965 | End job: 40262 | Running job: 139 | Pending job: 0
2022 Apr 23 16:45:49 | SpawnPoolWorker-2 | 6214e9 | Time: 4950000 | Total Job: 41965 | End job: 40319 | Running job: 144 | Pending job: 0
2022 Apr 23 16:45:49 | SpawnPoolWorker-2 | 6214e9 | Time: 5040000 | Total Job: 41965 | End job: 40403 | Running job: 161 | Pending job: 0
2022 Apr 23 16:45:53 | SpawnPoolWorker-2 | 6214e9 | Time: 5130000 | Total Job: 41965 | End job: 41348 | Running job: 205 | Pending job: 206
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5220000 | Total Job: 41965 | End job: 41740 | Running job: 149 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5310000 | Total Job: 41965 | End job: 41844 | Running job: 121 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5400000 | Total Job: 41965 | End job: 41916 | Running job: 49 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5490000 | Total Job: 41965 | End job: 41928 | Running job: 37 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5580000 | Total Job: 41965 | End job: 41932 | Running job: 33 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5670000 | Total Job: 41965 | End job: 41938 | Running job: 27 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5760000 | Total Job: 41965 | End job: 41941 | Running job: 24 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5850000 | Total Job: 41965 | End job: 41944 | Running job: 21 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 5940000 | Total Job: 41965 | End job: 41947 | Running job: 18 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 6030000 | Total Job: 41965 | End job: 41952 | Running job: 13 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 6120000 | Total Job: 41965 | End job: 41954 | Running job: 11 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 6210000 | Total Job: 41965 | End job: 41959 | Running job: 6 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 6300000 | Total Job: 41965 | End job: 41960 | Running job: 5 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 6390000 | Total Job: 41965 | End job: 41963 | Running job: 2 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Time: 6480000 | Total Job: 41965 | End job: 41964 | Running job: 1 | Pending job: 0
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | 6214e9 | Average JCT: 25596.06 | Average Queue: 6753.36
2022 Apr 23 16:45:54 | SpawnPoolWorker-2 | Finish 6214e9
